age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39,1,1,4,1,1,1,2,83,2,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
47,1,1,2,1,2,2,1,74,6,0,2,2,-1.8,92.893,-46.2,1.334,5099.1,no
32,1,1,2,1,2,1,1,67,1,0,0,1,-1.8,92.893,-46.2,1.344,5099.1,no
29,1,2,3,1,2,1,1,438,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
57,3,1,3,1,2,1,2,12,5,0,0,1,1.4,94.465,-41.8,4.959,5228.1,no
49,1,1,2,1,1,1,1,582,1,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
42,1,1,4,0,2,1,1,721,10,0,0,1,1.4,93.918,-42.7,4.968,5228.1,no
29,1,2,3,0,2,1,1,142,2,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
34,1,1,4,1,2,2,2,224,3,0,0,1,1.1,93.994,-36.4,4.855,5191,no
51,1,3,3,1,2,1,1,212,1,0,0,1,-1.8,92.893,-46.2,1.299,5099.1,no
47,1,3,2,1,1,1,1,295,1,0,0,1,-1.8,92.893,-46.2,1.344,5099.1,no
53,1,1,4,1,2,1,2,247,5,0,2,2,-1.8,93.369,-34.8,0.646,5008.7,no
28,1,1,2,1,2,1,1,236,2,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
27,1,2,3,1,2,1,1,184,1,0,1,2,-1.1,94.601,-49.5,1.043,4963.6,yes
23,1,2,3,1,2,1,1,104,1,0,2,2,-1.7,94.215,-40.3,0.881,4991.6,no
30,2,2,2,1,1,1,1,200,1,0,1,2,-1.7,94.027,-38.3,0.904,4991.6,no
42,1,1,2,1,2,1,1,172,1,0,0,1,-1.8,92.893,-46.2,1.281,5099.1,no
38,1,2,3,1,2,1,2,190,2,0,0,1,1.4,94.465,-41.8,4.962,5228.1,no
29,1,1,3,1,2,2,1,245,1,0,0,1,-1.8,93.075,-47.1,1.405,5099.1,no
44,1,1,2,1,2,1,1,31,1,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
59,3,1,2,1,0,0,2,204,2,0,0,1,1.4,93.444,-36.1,4.968,5228.1,no
45,1,2,2,1,2,1,1,165,3,0,1,2,-0.1,93.2,-42,4.076,5195.8,no
51,1,1,3,0,1,2,2,93,1,0,0,1,1.4,94.465,-41.8,4.955,5228.1,no
28,1,1,2,1,2,2,2,114,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
29,1,1,3,1,2,2,1,94,2,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
28,1,2,4,1,2,1,1,477,2,0,1,2,-1.8,93.075,-47.1,1.483,5099.1,no
29,1,2,4,1,2,1,1,231,2,0,0,1,-1.8,92.893,-46.2,1.281,5099.1,no
40,1,2,2,0,2,1,2,142,3,0,0,1,1.4,94.465,-41.8,4.865,5228.1,no
43,1,1,2,1,2,1,1,221,2,0,0,1,-1.8,92.893,-46.2,1.244,5099.1,no
54,1,1,3,1,1,2,1,218,1,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
42,1,1,3,1,2,1,1,370,5,0,0,1,-1.8,92.893,-46.2,1.354,5099.1,no
55,1,1,2,1,1,1,1,336,1,0,1,2,-1.8,92.893,-46.2,1.244,5099.1,no
49,1,2,2,0,1,1,1,121,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
52,1,1,4,0,2,2,1,84,3,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
32,1,1,2,1,1,1,1,52,8,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
23,1,2,3,1,2,2,2,69,3,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
34,1,1,4,1,2,2,1,42,7,0,0,1,-0.1,93.2,-42,4.076,5195.8,no
36,1,1,2,1,1,1,1,98,3,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
54,1,2,3,0,1,1,1,218,2,0,0,1,1.4,93.444,-36.1,4.968,5228.1,no
39,1,3,2,1,2,1,2,51,1,0,0,1,1.1,93.994,-36.4,4.86,5191,no
50,1,3,2,1,1,1,2,57,1,0,0,1,-1.1,94.199,-37.5,0.877,4963.6,no
30,1,2,2,1,2,1,1,181,2,0,0,1,-2.9,92.963,-40.8,1.26,5076.2,yes
27,1,1,2,1,1,2,2,1170,1,0,0,1,1.1,93.994,-36.4,4.855,5191,no
32,1,3,3,1,2,1,2,147,4,0,0,1,1.1,93.994,-36.4,4.86,5191,no
54,1,1,3,0,1,1,2,71,4,0,0,1,1.4,94.465,-41.8,4.96,5228.1,no
40,1,1,2,0,0,0,2,135,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
50,1,1,4,0,2,1,1,157,1,0,1,2,-1.8,92.893,-46.2,1.327,5099.1,no
35,1,2,4,1,0,0,1,146,2,0,0,1,-1.8,92.893,-46.2,1.299,5099.1,no
26,1,2,3,1,2,1,1,355,1,0,1,2,-1.1,94.199,-37.5,0.881,4963.6,no
45,1,2,3,1,2,1,1,99,1,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
28,1,1,2,1,1,1,2,180,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
28,1,2,2,1,2,1,2,101,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
50,1,1,4,1,1,1,2,121,2,0,0,1,1.1,93.994,-36.4,4.859,5191,no
31,1,1,2,1,2,1,2,55,12,0,0,1,1.4,94.465,-41.8,4.959,5228.1,no
34,1,2,3,1,1,1,1,114,1,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
56,1,1,2,0,1,1,1,368,5,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
29,1,1,2,1,1,1,1,103,4,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
58,1,1,3,1,1,1,1,233,2,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
46,1,1,2,1,1,1,1,471,3,0,0,1,-1.8,92.893,-46.2,1.299,5099.1,no
35,1,3,2,1,1,2,2,131,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
34,1,1,3,0,2,1,1,281,1,0,0,1,-1.8,92.893,-46.2,1.327,5099.1,no
39,1,2,2,1,1,1,1,297,1,0,0,1,-1.8,93.075,-47.1,1.405,5099.1,no
40,1,1,0,1,2,1,1,165,1,0,1,2,-0.1,93.2,-42,4.076,5195.8,no
40,1,1,3,1,2,2,1,117,1,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
54,1,1,2,0,2,2,1,71,5,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
25,1,2,3,1,1,1,2,94,2,0,0,1,-2.9,92.963,-40.8,1.26,5076.2,no
40,2,1,4,1,2,1,1,155,3,0,0,1,-3.4,92.379,-29.8,0.773,5017.5,no
49,1,1,2,0,1,1,2,67,3,0,0,1,1.4,94.465,-41.8,4.958,5228.1,no
41,1,1,0,1,2,1,1,228,1,0,1,2,-1.1,94.199,-37.5,0.879,4963.6,no
32,1,1,2,1,1,1,1,549,2,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
44,1,3,3,1,1,1,2,39,2,0,0,1,1.4,94.465,-41.8,4.959,5228.1,no
41,1,1,3,1,1,1,1,1360,3,0,0,1,1.4,93.918,-42.7,4.96,5228.1,yes
30,1,2,3,1,2,2,1,433,2,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
27,1,2,2,1,2,1,1,352,1,0,0,1,-1.8,92.893,-46.2,1.344,5099.1,no
41,1,1,2,1,2,1,2,152,3,0,0,1,1.1,93.994,-36.4,4.856,5191,no
36,1,1,2,0,2,1,2,38,1,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
54,1,1,4,1,2,2,1,134,1,0,0,1,-0.1,93.2,-42,4.153,5195.8,no
30,1,2,4,1,1,1,1,165,1,0,1,2,-1.8,93.876,-40,0.668,5008.7,no
25,2,2,0,0,2,1,1,81,1,0,1,2,-2.9,92.201,-31.4,0.825,5076.2,no
42,1,1,2,1,1,1,1,59,2,0,0,1,-0.1,93.2,-42,4.076,5195.8,no
36,1,3,2,1,2,1,1,255,2,0,0,1,-1.8,92.893,-46.2,1.291,5099.1,no
45,1,1,3,0,2,1,2,99,6,0,0,1,1.1,93.994,-36.4,4.857,5191,no
38,1,1,3,0,1,1,2,257,2,0,0,1,1.1,93.994,-36.4,4.855,5191,no
38,1,2,4,1,1,1,2,160,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
34,1,1,2,1,1,1,2,78,2,0,0,1,1.4,94.465,-41.8,4.967,5228.1,no
44,1,1,2,0,1,1,1,217,3,0,1,2,-1.8,92.893,-46.2,1.334,5099.1,no
37,1,2,2,1,1,1,1,37,1,0,0,1,-1.8,92.893,-46.2,1.344,5099.1,no
39,1,2,2,1,1,1,2,650,3,0,0,1,1.1,93.994,-36.4,4.856,5191,yes
57,1,1,3,1,1,1,1,230,1,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
34,1,1,4,0,2,1,1,64,4,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
25,1,1,0,1,1,1,2,112,1,0,0,1,1.4,94.465,-41.8,4.865,5228.1,no
52,1,1,2,1,2,1,1,152,2,0,1,2,-1.8,93.075,-47.1,1.435,5099.1,no
23,1,2,2,1,1,1,1,104,1,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,no
57,1,1,2,0,1,1,2,101,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
50,1,1,3,1,1,1,1,206,1,0,0,1,-0.1,93.2,-42,4.021,5195.8,no
46,1,1,4,1,1,2,2,63,1,0,0,1,1.4,94.465,-41.8,4.865,5228.1,no
43,1,2,2,0,1,1,2,339,3,0,0,1,1.1,93.994,-36.4,4.858,5191,no
38,1,3,3,1,1,1,1,136,2,0,1,2,-0.1,93.2,-42,4.191,5195.8,no
53,1,2,2,1,2,2,2,148,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
35,1,0,3,1,1,1,1,221,1,0,0,1,-0.1,93.2,-42,4.076,5195.8,no
28,1,1,2,1,1,1,1,289,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
25,1,2,2,1,2,1,2,155,1,0,0,1,1.1,93.994,-36.4,4.859,5191,no
56,1,3,2,0,1,1,2,311,5,0,0,1,1.1,93.994,-36.4,4.86,5191,no
56,1,1,3,0,1,1,1,17,19,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
33,1,2,2,1,2,1,2,326,5,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
31,1,2,4,0,2,2,1,213,1,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
48,1,3,3,1,1,1,1,544,1,0,0,1,-1.7,94.027,-38.3,0.904,4991.6,yes
45,1,3,3,1,2,2,2,173,1,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
24,1,1,2,1,2,1,1,160,1,0,0,1,-3.4,92.431,-26.9,0.72,5017.5,no
33,1,1,2,1,2,2,1,341,1,0,0,1,-1.8,92.893,-46.2,1.291,5099.1,no
38,1,1,2,0,1,1,2,121,4,0,0,1,-1.8,93.075,-47.1,1.405,5099.1,no
48,1,1,2,0,1,2,1,148,1,0,0,1,1.4,93.444,-36.1,4.97,5228.1,no
28,1,1,2,0,1,1,1,22,5,0,0,1,-1.8,92.893,-46.2,1.25,5099.1,no
50,1,1,2,0,0,0,2,153,3,0,0,1,1.1,93.994,-36.4,4.856,5191,no
29,1,1,3,1,2,2,2,281,3,0,0,1,1.4,94.465,-41.8,4.958,5228.1,no
38,1,1,2,1,1,1,2,177,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
18,2,2,0,1,2,2,2,297,1,0,0,1,-1.7,94.027,-38.3,0.9,4991.6,no
31,2,1,2,1,2,1,2,43,1,0,0,1,-1.8,92.893,-46.2,1.281,5099.1,no
34,1,1,2,1,2,1,1,487,5,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
38,1,1,3,1,2,1,2,43,9,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
57,1,2,2,1,2,1,2,26,5,12,1,3,-1.8,92.893,-46.2,1.244,5099.1,no
35,1,3,0,1,2,2,2,432,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
77,3,3,4,1,1,1,1,258,1,0,0,1,-1.7,94.027,-38.3,0.898,4991.6,no
29,1,2,2,0,2,2,1,532,1,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
46,1,1,3,1,1,2,1,153,2,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
21,2,2,2,1,2,2,1,286,2,0,0,1,-1.7,94.055,-39.8,0.767,4991.6,yes
43,1,1,3,1,1,1,1,75,1,0,0,1,-2.9,92.201,-31.4,0.861,5076.2,no
43,1,1,2,0,1,1,1,294,2,0,0,1,1.4,93.918,-42.7,4.958,5228.1,no
31,1,1,3,1,1,1,1,146,2,12,3,2,-1.1,94.601,-49.5,0.982,4963.6,no
39,2,2,0,1,2,1,2,367,1,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
44,1,2,3,1,1,2,1,228,2,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
32,1,2,2,1,2,1,1,53,1,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
43,1,2,2,0,1,1,1,79,1,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
48,1,1,2,1,1,1,2,11,1,0,0,1,-1.1,94.199,-37.5,0.881,4963.6,no
28,1,2,2,1,1,1,2,557,1,0,0,1,1.1,93.994,-36.4,4.855,5191,no
36,1,1,2,1,2,2,1,55,1,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
52,1,3,2,1,2,1,1,26,5,0,1,2,-0.1,93.2,-42,4.076,5195.8,no
34,1,2,2,1,2,1,1,541,3,0,1,2,-1.8,92.893,-46.2,1.327,5099.1,no
37,1,1,2,1,2,1,2,115,4,0,0,1,1.1,93.994,-36.4,4.857,5191,no
25,1,2,3,1,1,1,1,101,1,0,0,1,-1.8,92.893,-46.2,1.334,5099.1,no
48,1,3,4,1,1,1,1,69,1,0,0,1,1.4,93.444,-36.1,4.968,5228.1,no
36,1,2,4,1,2,1,2,113,4,0,0,1,1.1,93.994,-36.4,4.857,5191,no
27,1,2,4,1,1,1,2,148,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
34,1,1,2,1,2,1,1,151,2,0,0,1,-1.8,93.075,-47.1,1.405,5099.1,no
42,1,1,2,1,2,2,2,73,1,0,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
37,1,1,2,0,2,1,1,117,1,0,0,1,1.4,93.918,-42.7,4.958,5228.1,no
41,1,1,2,0,1,1,2,142,2,0,0,1,1.4,94.465,-41.8,4.866,5228.1,no
51,1,1,2,0,2,1,1,62,1,0,0,1,-0.1,93.2,-42,4.153,5195.8,no
27,1,1,2,0,1,1,1,84,3,0,0,1,1.4,93.918,-42.7,4.968,5228.1,no
35,1,2,3,1,2,1,1,199,1,0,0,1,1.4,93.918,-42.7,4.957,5228.1,no
31,1,3,2,1,2,2,1,90,1,0,0,1,-0.1,93.2,-42,4.191,5195.8,no
31,1,2,2,1,2,1,2,5,1,0,0,1,-1.1,94.199,-37.5,0.879,4963.6,no
31,1,1,2,1,1,1,2,280,6,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
64,0,1,0,1,2,1,2,239,4,0,0,1,-1.7,94.027,-38.3,0.905,4991.6,yes
33,1,1,3,1,2,1,1,35,6,0,0,1,-1.8,92.893,-46.2,1.344,5099.1,no
41,1,1,2,0,2,1,1,150,2,0,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
34,1,2,2,1,1,1,2,423,1,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
41,1,1,2,1,2,1,1,135,1,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
36,1,1,2,1,2,1,1,70,1,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
59,3,1,4,0,2,1,2,59,8,0,0,1,1.4,94.465,-41.8,4.959,5228.1,no
56,1,1,2,1,2,1,2,941,3,0,0,1,1.4,94.465,-41.8,4.864,5228.1,yes
59,3,1,4,1,1,1,2,422,3,0,0,1,1.1,93.994,-36.4,4.86,5191,no
32,1,2,3,1,0,0,1,59,1,0,0,1,-0.1,93.2,-42,4.021,5195.8,no
40,1,1,2,1,2,1,2,34,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
38,1,1,3,1,2,1,1,64,1,3,3,3,-3.4,92.649,-30.1,0.715,5017.5,yes
34,1,1,4,1,2,1,2,248,2,0,0,1,1.1,93.994,-36.4,4.856,5191,no
41,0,1,0,1,1,1,1,258,2,0,0,1,1.4,93.444,-36.1,4.97,5228.1,no
33,1,2,2,1,1,1,1,31,1,0,0,1,1.4,93.918,-42.7,4.96,5228.1,no
31,1,2,2,1,2,2,1,113,2,0,0,1,1.4,93.444,-36.1,4.967,5228.1,no
29,1,3,2,1,2,1,1,168,4,0,1,2,-1.8,92.893,-46.2,1.281,5099.1,no
38,1,2,2,0,2,1,2,247,5,0,0,1,1.4,94.465,-41.8,4.962,5228.1,no
24,1,2,2,1,2,2,1,224,1,0,0,1,-1.8,92.843,-50,1.602,5099.1,yes
34,1,2,2,1,1,1,1,22,11,0,0,1,-1.8,92.893,-46.2,1.327,5099.1,no
27,1,1,2,1,2,2,1,201,1,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,no
32,1,1,2,1,1,1,1,319,1,0,1,2,-1.8,92.893,-46.2,1.313,5099.1,no
49,1,1,2,1,2,1,1,59,2,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
36,1,3,2,1,1,1,2,372,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
46,1,2,2,0,2,1,1,155,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
47,1,3,2,1,2,1,2,313,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
37,1,1,2,0,2,2,2,73,3,0,0,1,1.1,93.994,-36.4,4.86,5191,no
31,1,1,2,1,0,0,1,582,2,0,1,2,-1.8,92.893,-46.2,1.327,5099.1,no
36,1,1,3,1,2,2,2,232,4,0,0,1,1.1,93.994,-36.4,4.856,5191,no
30,1,2,3,1,2,1,1,173,2,15,4,2,-1.1,94.199,-37.5,0.879,4963.6,yes
32,1,1,2,1,2,1,1,100,1,0,1,2,-0.1,93.2,-42,4.12,5195.8,no
54,1,1,3,1,2,1,1,42,1,0,0,1,-2.9,92.963,-40.8,1.26,5076.2,no
51,1,1,2,1,1,2,2,653,1,0,0,1,1.1,93.994,-36.4,4.855,5191,yes
28,1,3,3,1,2,1,1,136,1,0,0,1,1.4,93.918,-42.7,4.962,5228.1,no
54,1,1,3,1,1,1,1,397,1,0,1,2,-1.8,92.893,-46.2,1.264,5099.1,yes
31,1,1,2,0,2,1,2,101,13,0,0,1,1.1,93.994,-36.4,4.856,5191,no
57,1,1,2,1,1,1,1,259,1,0,1,2,-1.8,92.893,-46.2,1.259,5099.1,no
49,2,1,4,1,1,1,1,317,1,0,0,1,-2.9,92.963,-40.8,1.268,5076.2,no
45,1,1,2,0,2,1,2,157,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
33,1,1,3,0,2,2,1,258,8,0,0,1,-1.8,93.075,-47.1,1.423,5099.1,no
53,1,1,3,1,1,1,1,136,1,0,1,2,-1.8,92.893,-46.2,1.25,5099.1,no
26,2,2,2,1,2,1,1,1447,2,0,0,1,-1.8,92.843,-50,1.811,5099.1,yes
31,1,1,3,1,1,1,1,56,2,0,0,1,1.4,93.444,-36.1,4.964,5228.1,no
32,1,1,2,1,2,1,2,999,3,0,0,1,1.1,93.994,-36.4,4.856,5191,no
29,1,1,2,0,1,1,1,321,1,0,0,1,1.4,93.918,-42.7,4.958,5228.1,no
31,1,2,2,1,1,1,1,191,1,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
29,2,2,0,1,1,1,2,1143,4,0,0,1,-1.8,92.893,-46.2,1.299,5099.1,no
49,1,1,2,0,1,2,2,667,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
26,1,2,3,1,2,2,1,15,7,0,0,1,-1.8,92.893,-46.2,1.291,5099.1,no
43,1,1,0,0,1,2,2,73,1,0,0,1,1.1,93.994,-36.4,4.859,5191,no
56,3,1,2,1,2,2,2,71,4,0,0,1,1.1,93.994,-36.4,4.856,5191,no
29,1,2,3,1,2,1,1,228,3,0,0,1,1.4,93.444,-36.1,4.968,5228.1,no
31,1,1,2,1,2,1,1,17,5,0,1,2,-0.1,93.2,-42,4.12,5195.8,no
50,1,1,2,0,2,1,1,215,3,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
37,1,1,4,1,2,1,2,242,6,0,0,1,1.4,93.918,-42.7,4.955,5228.1,no
42,1,1,2,0,2,2,2,105,1,0,0,1,1.1,93.994,-36.4,4.857,5191,no
30,1,1,2,0,2,1,1,209,1,0,0,1,-0.1,93.2,-42,4.191,5195.8,no
25,1,1,2,0,2,1,1,59,3,0,0,1,1.4,93.918,-42.7,4.958,5228.1,no
35,1,2,3,1,1,2,1,197,1,3,1,3,-0.1,93.2,-42,4.12,5195.8,no
37,1,1,2,0,1,1,1,68,1,0,1,2,-0.1,93.2,-42,4.076,5195.8,no
30,1,1,2,1,2,1,1,164,3,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
33,1,1,2,0,2,2,2,1132,2,0,0,1,1.1,93.994,-36.4,4.855,5191,yes
36,1,1,3,1,1,1,2,146,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
46,1,1,2,1,1,1,2,60,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
51,2,1,2,1,1,1,1,280,2,0,1,2,-2.9,92.963,-40.8,1.26,5076.2,yes
33,1,2,4,1,2,1,1,396,2,0,0,1,1.4,93.444,-36.1,4.966,5228.1,yes
26,1,1,0,1,1,1,2,194,3,0,0,1,1.1,93.994,-36.4,4.855,5191,no
40,1,3,2,0,1,1,2,155,6,0,0,1,1.1,93.994,-36.4,4.86,5191,no
25,1,2,2,1,1,1,1,1068,3,0,0,1,-1.8,92.893,-46.2,1.25,5099.1,yes
38,1,1,2,0,1,1,2,772,1,0,0,1,1.1,93.994,-36.4,4.855,5191,yes
54,1,2,3,1,1,1,1,337,1,0,0,1,-1.8,92.893,-46.2,1.264,5099.1,yes
50,1,1,2,1,2,1,1,137,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
36,1,1,3,1,2,1,1,7,6,0,0,1,-1.8,92.893,-46.2,1.354,5099.1,no
43,1,2,3,1,2,1,1,213,2,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
57,1,3,3,0,1,1,1,322,2,0,0,1,-1.8,93.075,-47.1,1.405,5099.1,no
38,1,1,2,1,1,1,1,161,1,0,1,2,-1.8,92.893,-46.2,1.334,5099.1,no
27,1,2,2,1,2,1,2,137,2,0,0,1,1.1,93.994,-36.4,4.855,5191,no
35,1,1,3,1,2,1,1,400,1,0,0,1,-0.1,93.2,-42,4.12,5195.8,no
28,1,2,2,1,2,1,1,124,2,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
57,1,1,3,0,2,1,1,161,1,0,0,1,1.4,93.444,-36.1,4.966,5228.1,no
40,1,1,2,0,1,1,1,22,5,0,0,1,-0.1,93.2,-42,4.076,5195.8,no
43,1,1,2,1,1,2,1,197,2,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
34,1,3,4,1,2,1,1,122,1,0,1,2,-1.8,93.075,-47.1,1.405,5099.1,no
67,3,1,0,1,1,1,1,140,2,0,0,1,-3.4,92.431,-26.9,0.722,5017.5,no
48,1,3,2,1,2,1,1,309,1,0,0,1,-0.1,93.2,-42,4.191,5195.8,no
35,1,2,2,1,2,2,1,200,4,0,1,2,-1.8,92.893,-46.2,1.291,5099.1,no
27,1,2,3,1,1,1,1,409,1,1,1,3,-1.8,92.893,-46.2,1.299,5099.1,no
25,1,2,2,1,2,1,1,103,1,0,0,1,1.4,93.918,-42.7,4.963,5228.1,no
42,1,1,4,1,2,2,1,50,2,0,0,1,-1.8,92.893,-46.2,1.266,5099.1,no
47,1,3,3,1,2,1,2,208,2,0,0,1,1.1,93.994,-36.4,4.857,5191,no
49,1,1,3,1,2,1,1,13,2,0,0,1,-0.1,93.2,-42,4.021,5195.8,no
36,1,2,2,1,2,1,1,458,1,0,0,1,-1.8,92.893,-46.2,1.291,5099.1,yes
35,1,1,4,1,1,1,2,200,3,0,0,1,1.4,94.465,-41.8,4.865,5228.1,no
29,1,1,2,1,2,1,1,127,1,0,0,1,-0.1,93.2,-42,4.191,5195.8,no
45,1,1,4,0,1,1,2,124,3,0,0,1,1.4,94.465,-41.8,4.967,5228.1,no
53,1,1,2,1,2,1,2,95,1,0,0,1,1.1,93.994,-36.4,4.859,5191,no
41,1,1,3,1,1,2,1,114,3,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
50,1,1,2,0,1,1,2,65,17,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
31,1,1,2,1,1,2,2,161,2,0,0,1,1.1,93.994,-36.4,4.858,5191,no
46,1,1,2,1,1,1,1,174,3,0,0,1,-1.8,92.893,-46.2,1.334,5099.1,no
36,1,1,2,0,1,1,2,713,4,0,0,1,1.1,93.994,-36.4,4.858,5191,no
43,1,2,4,1,1,1,2,133,1,0,0,1,1.4,94.465,-41.8,4.866,5228.1,no
48,1,1,2,0,2,1,2,201,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
31,1,1,2,1,0,0,1,215,2,0,1,2,-1.8,92.893,-46.2,1.327,5099.1,no
21,1,2,2,1,2,2,1,820,2,0,0,1,-1.8,93.075,-47.1,1.435,5099.1,no
56,1,1,2,0,1,1,1,310,1,0,0,1,-1.8,92.893,-46.2,1.25,5099.1,no
54,1,1,2,1,1,1,2,255,3,0,0,1,1.4,94.465,-41.8,4.962,5228.1,no
44,1,1,2,0,1,1,1,43,2,0,0,1,-0.1,93.2,-42,4.153,5195.8,no
31,2,1,3,1,1,1,1,91,1,0,0,1,1.4,93.444,-36.1,4.963,5228.1,no
50,1,1,3,1,1,1,1,587,2,0,1,2,-2.9,92.201,-31.4,0.859,5076.2,yes
48,1,1,3,1,2,2,1,288,1,0,3,3,-1.7,94.027,-38.3,0.9,4991.6,yes
26,1,2,3,1,2,1,1,181,2,0,0,1,-2.9,92.963,-40.8,1.244,5076.2,no
37,1,2,2,1,2,1,2,320,2,0,0,1,1.1,93.994,-36.4,4.859,5191,no
37,2,0,3,1,1,1,1,100,1,0,0,1,-2.9,92.963,-40.8,1.262,5076.2,no
50,1,1,0,0,1,1,2,144,1,0,0,1,1.1,93.994,-36.4,4.856,5191,no
47,1,1,3,1,2,1,1,653,5,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
41,1,2,2,1,1,1,1,128,1,0,0,1,-1.8,92.893,-46.2,1.334,5099.1,no
32,1,2,2,1,2,1,2,22,17,0,0,1,1.4,94.465,-41.8,4.961,5228.1,no
38,1,1,2,1,1,2,2,177,2,0,0,1,-2.9,92.963,-40.8,1.224,5076.2,no
48,1,1,4,1,1,1,1,288,1,0,1,2,-1.7,94.215,-40.3,0.876,4991.6,no
46,1,1,2,0,2,1,2,566,2,0,0,1,1.1,93.994,-36.4,4.856,5191,no
48,1,1,2,0,2,1,2,318,2,0,0,1,1.1,93.994,-36.4,4.856,5191,no
38,0,3,2,0,2,1,2,107,3,0,0,1,1.1,93.994,-36.4,4.857,5191,no
38,1,1,3,1,2,1,1,748,2,0,0,1,1.4,93.444,-36.1,4.965,5228.1,no
55,3,1,2,0,1,2,1,599,4,0,0,1,1.4,93.918,-42.7,4.961,5228.1,no
