Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,RainToday,RainTomorrow
7/28/2015,Newcastle,NA,17.2,0,NA,NA,NA,NA,No,No
7/29/2015,Newcastle,4.6,17.8,0,NA,NA,NA,NA,No,No
7/30/2015,Newcastle,5.3,19.7,0,NA,NA,NA,NA,No,No
7/31/2015,Newcastle,9.2,21.2,0,NA,NA,NA,NA,No,No
8/1/2015,Newcastle,5.4,23.7,0,NA,NA,NA,NA,No,No
8/2/2015,Newcastle,9.8,28.7,0,NA,NA,NA,NA,No,No
8/3/2015,Newcastle,10.8,NA,0,NA,NA,NA,NA,No,No
8/4/2015,Newcastle,6.4,NA,0,NA,NA,NA,NA,No,No
8/5/2015,Newcastle,4,15.5,0,NA,NA,NA,NA,No,No
8/6/2015,Newcastle,5.5,17,0,NA,NA,NA,NA,No,No
8/7/2015,Newcastle,4.2,18.2,0,NA,NA,NA,NA,No,No
8/8/2015,Newcastle,4.5,17.2,0,NA,NA,NA,NA,No,No
8/9/2015,Newcastle,4.3,18.8,0,NA,NA,NA,NA,No,No
8/10/2015,Newcastle,7.4,20,0,NA,NA,NA,NA,No,No
8/11/2015,Newcastle,5.4,22.2,0,NA,NA,NA,NA,No,No
8/12/2015,Newcastle,4,19.3,0,NA,NA,NA,NA,No,No
8/13/2015,Newcastle,7.9,19.8,0,NA,NA,NA,NA,No,No
8/14/2015,Newcastle,4.5,18.8,0,NA,NA,NA,NA,No,No
8/15/2015,Newcastle,4.6,16.8,0,NA,NA,NA,NA,No,Yes
8/16/2015,Newcastle,10.5,20.2,2.2,NA,NA,NA,NA,Yes,No
8/17/2015,Newcastle,7.2,19.8,0.2,NA,NA,NA,NA,No,No
8/18/2015,Newcastle,5.8,17.7,0,NA,NA,NA,NA,No,No
8/19/2015,Newcastle,5.8,NA,0,NA,NA,NA,NA,No,No
8/20/2015,Newcastle,8.2,21.4,0,NA,NA,NA,NA,No,No
8/21/2015,Newcastle,7.6,23.8,0,NA,NA,NA,NA,No,No
8/22/2015,Newcastle,11.5,27.2,0,NA,NA,NA,NA,No,Yes
8/23/2015,Newcastle,14.2,16.2,7.8,NA,NA,NA,NA,Yes,Yes
8/24/2015,Newcastle,14.8,18.4,13,NA,NA,NA,NA,Yes,Yes
8/25/2015,Newcastle,13.6,20.6,3,NA,NA,NA,NA,Yes,No
8/26/2015,Newcastle,12.7,19.2,0.2,NA,NA,NA,NA,No,No
8/27/2015,Newcastle,11.5,19,0,NA,NA,NA,NA,No,No
8/28/2015,Newcastle,9.5,20,0.2,NA,NA,NA,NA,No,No
8/29/2015,Newcastle,7.5,20.1,0,NA,NA,NA,NA,No,No
8/30/2015,Newcastle,4.7,19.2,0,NA,NA,NA,NA,No,No
8/31/2015,Newcastle,8.4,19,0,NA,NA,NA,NA,No,No
9/1/2015,Newcastle,5.9,20.7,0.8,NA,NA,NA,NA,No,No
9/2/2015,Newcastle,6,20.5,0,NA,NA,NA,NA,No,Yes
9/3/2015,Newcastle,11.2,18,3,NA,NA,NA,NA,Yes,Yes
9/4/2015,Newcastle,12.7,16.7,5,NA,NA,NA,NA,Yes,Yes
9/5/2015,Newcastle,9.6,20.5,4.8,NA,NA,NA,NA,Yes,Yes
9/6/2015,Newcastle,12,19.2,8.2,NA,NA,NA,NA,Yes,No
9/7/2015,Newcastle,9.2,24,0,NA,NA,NA,NA,No,No
9/8/2015,Newcastle,6.4,22,0,NA,NA,NA,NA,No,No
9/9/2015,Newcastle,NA,20.8,0,NA,NA,NA,NA,No,No
9/10/2015,Newcastle,10.6,18,0,NA,NA,NA,NA,No,No
9/11/2015,Newcastle,NA,21.3,0,NA,NA,NA,NA,No,No
9/12/2015,Newcastle,8.5,25.8,0,NA,NA,NA,NA,No,No
9/13/2015,Newcastle,10.2,24.3,0,NA,NA,NA,NA,No,No
9/14/2015,Newcastle,12,25.2,0,NA,NA,NA,NA,No,No
9/15/2015,Newcastle,15.4,28.2,0,NA,NA,NA,NA,No,No
9/16/2015,Newcastle,10.5,21.2,0,NA,NA,NA,NA,No,No
9/17/2015,Newcastle,12.2,18.9,0,NA,NA,NA,NA,No,Yes
9/18/2015,Newcastle,12.5,19.2,5.6,NA,NA,NA,NA,Yes,Yes
9/19/2015,Newcastle,12.8,20,2.2,NA,NA,NA,NA,Yes,Yes
9/20/2015,Newcastle,13.2,19.9,58.2,NA,NA,NA,NA,Yes,Yes
9/21/2015,Newcastle,11.5,24.3,1.8,NA,NA,NA,NA,Yes,No
9/23/2015,Newcastle,NA,21,NA,NA,NA,NA,NA,NA,Yes
9/24/2015,Newcastle,7.2,16.7,8.8,NA,NA,NA,NA,Yes,Yes
9/25/2015,Newcastle,9.8,16.6,15.6,NA,NA,NA,NA,Yes,Yes
9/26/2015,Newcastle,11.5,18.8,8.6,NA,NA,NA,NA,Yes,Yes
9/27/2015,Newcastle,11.2,18.2,4.4,NA,NA,NA,NA,Yes,No
9/28/2015,Newcastle,8.2,21.5,0,NA,NA,NA,NA,No,No
9/29/2015,Newcastle,8.8,25.5,0,NA,NA,NA,NA,No,No
9/30/2015,Newcastle,11,22.2,0,NA,NA,NA,NA,No,No
10/1/2015,Newcastle,NA,25.6,0,NA,NA,NA,NA,No,No
10/2/2015,Newcastle,15.5,24.3,0,NA,NA,NA,NA,No,No
10/3/2015,Newcastle,12.4,31.3,0,NA,NA,NA,NA,No,No
10/4/2015,Newcastle,15,35.1,0,NA,NA,NA,NA,No,No
10/5/2015,Newcastle,14.2,35.5,0,NA,NA,NA,NA,No,No
10/6/2015,Newcastle,15.1,34.8,0,NA,NA,NA,NA,No,No
10/7/2015,Newcastle,15.4,21.2,0,NA,NA,NA,NA,No,No
10/8/2015,Newcastle,15.8,21.2,0,NA,NA,NA,NA,No,No
10/9/2015,Newcastle,13.8,25.2,0,NA,NA,NA,NA,No,No
10/10/2015,Newcastle,NA,26.5,0,NA,NA,NA,NA,No,No
10/11/2015,Newcastle,12.8,25.8,0,NA,NA,NA,NA,No,Yes
10/12/2015,Newcastle,15,30.2,9.4,NA,NA,NA,NA,Yes,No
10/13/2015,Newcastle,19.2,23.2,0,NA,NA,NA,NA,No,No
10/14/2015,Newcastle,16.8,24.8,0.6,NA,NA,NA,NA,No,No
10/15/2015,Newcastle,15,26.7,0,NA,NA,NA,NA,No,No
10/16/2015,Newcastle,14.6,31.2,0,NA,NA,NA,NA,No,No
10/17/2015,Newcastle,16.8,25.2,0,NA,NA,NA,NA,No,Yes
10/18/2015,Newcastle,19.5,22,1.2,NA,NA,NA,NA,Yes,No
10/19/2015,Newcastle,17,27.2,0.4,NA,NA,NA,NA,No,No
10/20/2015,Newcastle,15.4,30.7,0,NA,NA,NA,NA,No,No
10/21/2015,Newcastle,17.6,33.5,0,NA,NA,NA,NA,No,Yes
10/22/2015,Newcastle,17.4,NA,5.6,NA,NA,NA,NA,Yes,Yes
10/23/2015,Newcastle,12.2,21.2,14,NA,NA,NA,NA,Yes,No
10/24/2015,Newcastle,11.5,23.2,0.4,NA,NA,NA,NA,No,No
10/25/2015,Newcastle,13,26.8,0,NA,NA,NA,NA,No,No
10/28/2015,Newcastle,13.4,21.8,NA,NA,NA,NA,NA,NA,Yes
10/29/2015,Newcastle,13.5,23.4,18,NA,NA,NA,NA,Yes,No
10/30/2015,Newcastle,13.1,24.6,0,NA,NA,NA,NA,No,No
10/31/2015,Newcastle,14.5,25.8,0,NA,NA,NA,NA,No,No
11/1/2015,Newcastle,15.7,29,0,NA,NA,NA,NA,No,Yes
11/2/2015,Newcastle,18,31.2,1.8,NA,NA,NA,NA,Yes,No
11/3/2015,Newcastle,20.2,22.6,1,NA,NA,NA,NA,No,Yes
11/4/2015,Newcastle,18.7,21.7,17,NA,NA,NA,NA,Yes,Yes
11/5/2015,Newcastle,16.7,24.2,12,NA,NA,NA,NA,Yes,Yes
11/6/2015,Newcastle,17.7,30,2,NA,NA,NA,NA,Yes,Yes
11/8/2015,Newcastle,NA,25.4,NA,NA,NA,NA,NA,NA,Yes
11/9/2015,Newcastle,15,23,10.4,NA,NA,NA,NA,Yes,No
11/10/2015,Newcastle,13.4,26.5,0,NA,NA,NA,NA,No,No
11/11/2015,Newcastle,16.2,25.2,0,NA,NA,NA,NA,No,No
11/12/2015,Newcastle,16.9,28,0,NA,NA,NA,NA,No,Yes
11/13/2015,Newcastle,17.4,29.5,3,NA,NA,NA,NA,Yes,Yes
11/14/2015,Newcastle,16.8,20.2,25,NA,NA,NA,NA,Yes,Yes
11/15/2015,Newcastle,16.3,22,11,NA,NA,NA,NA,Yes,Yes
11/16/2015,Newcastle,17.6,22.2,4,NA,NA,NA,NA,Yes,No
11/17/2015,Newcastle,12.8,25.8,0.8,NA,NA,NA,NA,No,No
11/18/2015,Newcastle,14.6,34.7,0,NA,NA,NA,NA,No,No
11/19/2015,Newcastle,17.6,31.8,0,NA,NA,NA,NA,No,No
11/20/2015,Newcastle,20,39.7,0,NA,NA,NA,NA,No,No
11/21/2015,Newcastle,20.5,24.7,0,NA,NA,NA,NA,No,No
11/22/2015,Newcastle,18.1,27.8,0,NA,NA,NA,NA,No,No
11/23/2015,Newcastle,15.4,29.8,0,NA,NA,NA,NA,No,No
11/24/2015,Newcastle,17.4,26,0,NA,NA,NA,NA,No,No
11/25/2015,Newcastle,15.4,31.6,0,NA,NA,NA,NA,No,No
11/26/2015,Newcastle,20,40.5,0,NA,NA,NA,NA,No,No
11/27/2015,Newcastle,18.6,22.7,0,NA,NA,NA,NA,No,No
11/28/2015,Newcastle,18.4,24.2,0,NA,NA,NA,NA,No,No
11/29/2015,Newcastle,20.9,29,0,NA,NA,NA,NA,No,No
11/30/2015,Newcastle,19,27.7,0,NA,NA,NA,NA,No,No
12/1/2015,Newcastle,17.2,38,0,NA,NA,NA,NA,No,No
12/2/2015,Newcastle,20.2,24.8,0,NA,NA,NA,NA,No,Yes
12/3/2015,Newcastle,15.8,23,2.8,NA,NA,NA,NA,Yes,No
12/4/2015,Newcastle,14.3,24.4,0,NA,NA,NA,NA,No,No
12/5/2015,Newcastle,14.2,26,0,NA,NA,NA,NA,No,No
12/6/2015,Newcastle,14.4,28.3,0,NA,NA,NA,NA,No,No
12/7/2015,Newcastle,17.2,27,0,NA,NA,NA,NA,No,No
12/8/2015,Newcastle,18.8,30,0,NA,NA,NA,NA,No,No
12/9/2015,Newcastle,21.2,34,0.6,NA,NA,NA,NA,No,Yes
12/10/2015,Newcastle,19,27,14.4,NA,NA,NA,NA,Yes,Yes
12/11/2015,Newcastle,17.4,38,2,NA,NA,NA,NA,Yes,No
12/12/2015,Newcastle,18.5,25,0,NA,NA,NA,NA,No,No
12/13/2015,Newcastle,18.8,27.8,0,NA,NA,NA,NA,No,No
12/14/2015,Newcastle,16.4,30,0,NA,NA,NA,NA,No,No
12/15/2015,Newcastle,18.2,30.6,0,NA,NA,NA,NA,No,No
12/16/2015,Newcastle,20.4,25.5,0,NA,NA,NA,NA,No,No
12/17/2015,Newcastle,17.2,27.8,0,NA,NA,NA,NA,No,No
12/18/2015,Newcastle,17.2,30.5,0,NA,NA,NA,NA,No,No
12/19/2015,Newcastle,17.5,33.8,0,NA,NA,NA,NA,No,No
12/20/2015,Newcastle,17.4,38.5,0,NA,NA,NA,NA,No,No
12/21/2015,Newcastle,21.4,35.9,0,NA,NA,NA,NA,No,Yes
12/22/2015,Newcastle,18.3,21,37.9,NA,NA,NA,NA,Yes,Yes
12/23/2015,Newcastle,16.8,22.5,29.5,NA,NA,NA,NA,Yes,Yes
12/24/2015,Newcastle,18.6,NA,1.8,NA,NA,NA,NA,Yes,No
12/25/2015,Newcastle,NA,26,0,NA,NA,NA,NA,No,No
12/26/2015,Newcastle,17.2,31.5,0,NA,NA,NA,NA,No,Yes
12/27/2015,Newcastle,17.2,21.5,10,NA,NA,NA,NA,Yes,No
12/28/2015,Newcastle,16.8,21.8,0.6,NA,NA,NA,NA,No,No
12/29/2015,Newcastle,14.7,23.5,0,NA,NA,NA,NA,No,No
12/30/2015,Newcastle,12.6,24.7,0,NA,NA,NA,NA,No,No
12/31/2015,Newcastle,16.4,26.7,0,NA,NA,NA,NA,No,No
1/1/2016,Newcastle,16.8,25.8,0,NA,NA,NA,NA,No,No
1/2/2016,Newcastle,17.4,25.4,0,NA,NA,NA,NA,No,No
1/3/2016,Newcastle,18.4,24.2,1,NA,NA,NA,NA,No,Yes
1/4/2016,Newcastle,17.8,23.8,52,NA,NA,NA,NA,Yes,Yes
1/5/2016,Newcastle,18.7,21.8,21.5,NA,NA,NA,NA,Yes,Yes
1/6/2016,Newcastle,15.5,NA,216.3,NA,NA,NA,NA,Yes,Yes
1/7/2016,Newcastle,NA,23.2,25.4,NA,NA,NA,NA,Yes,No
1/8/2016,Newcastle,14.4,26.2,0.6,NA,NA,NA,NA,No,No
1/9/2016,Newcastle,16.8,NA,0,NA,NA,NA,NA,No,No
1/10/2016,Newcastle,NA,27.7,0,NA,NA,NA,NA,No,No
1/11/2016,Newcastle,18.2,36.7,0,NA,NA,NA,NA,No,Yes
1/12/2016,Newcastle,21.2,38,1.8,NA,NA,NA,NA,Yes,No
1/13/2016,Newcastle,22.5,30,0,NA,NA,NA,NA,No,No
1/14/2016,Newcastle,21.8,38.2,0,NA,NA,NA,NA,No,Yes
1/15/2016,Newcastle,15,22.5,46.8,NA,NA,NA,NA,Yes,Yes
1/16/2016,Newcastle,14.6,23.7,20.2,NA,NA,NA,NA,Yes,Yes
1/17/2016,Newcastle,17.2,24.2,4,NA,NA,NA,NA,Yes,Yes
1/18/2016,Newcastle,16.6,26.8,4.2,NA,NA,NA,NA,Yes,No
1/19/2016,Newcastle,16.5,32.5,0,NA,NA,NA,NA,No,No
1/20/2016,Newcastle,18.7,37,0,NA,NA,NA,NA,No,No
1/21/2016,Newcastle,22,37.2,0,NA,NA,NA,NA,No,Yes
1/22/2016,Newcastle,21.5,31.2,8.8,NA,NA,NA,NA,Yes,Yes
1/23/2016,Newcastle,22.2,30.1,23.6,NA,NA,NA,NA,Yes,No
1/24/2016,Newcastle,20,25.7,0.6,NA,NA,NA,NA,No,No
1/25/2016,Newcastle,20.4,28,0.4,NA,NA,NA,NA,No,No
1/26/2016,Newcastle,22.5,NA,0,NA,NA,NA,NA,No,No
1/27/2016,Newcastle,NA,27.5,0,NA,NA,NA,NA,No,Yes
1/28/2016,Newcastle,20,28.6,2.2,NA,NA,NA,NA,Yes,No
1/29/2016,Newcastle,21.2,30,0,NA,NA,NA,NA,No,No
1/30/2016,Newcastle,21.2,29.5,0,NA,NA,NA,NA,No,No
1/31/2016,Newcastle,19.6,32.9,0,NA,NA,NA,NA,No,No
2/1/2016,Newcastle,16.4,31,0,NA,NA,NA,NA,No,No
2/2/2016,Newcastle,17.2,27.2,0,NA,NA,NA,NA,No,No
2/3/2016,Newcastle,17.4,29.8,0,NA,NA,NA,NA,No,Yes
2/4/2016,Newcastle,19.8,24.6,26,NA,NA,NA,NA,Yes,Yes
2/5/2016,Newcastle,18.5,24.8,4.6,NA,NA,NA,NA,Yes,Yes
2/6/2016,Newcastle,16,NA,12.5,NA,NA,NA,NA,Yes,No
2/7/2016,Newcastle,NA,27,0.6,NA,NA,NA,NA,No,No
2/8/2016,Newcastle,19.1,27.4,0.4,NA,NA,NA,NA,No,No
2/9/2016,Newcastle,19.6,27.4,0,NA,NA,NA,NA,No,No
2/10/2016,Newcastle,17.5,28.8,0,NA,NA,NA,NA,No,No
2/11/2016,Newcastle,18,28.9,0,NA,NA,NA,NA,No,No
2/12/2016,Newcastle,19.8,29.2,0,NA,NA,NA,NA,No,No
2/13/2016,Newcastle,18.8,29.9,0,NA,NA,NA,NA,No,No
2/14/2016,Newcastle,22.5,36.5,0,NA,NA,NA,NA,No,No
2/15/2016,Newcastle,21.5,30.5,0.2,NA,NA,NA,NA,No,Yes
2/16/2016,Newcastle,19.3,28.7,3,NA,NA,NA,NA,Yes,Yes
2/17/2016,Newcastle,18.8,24.5,2.2,NA,NA,NA,NA,Yes,No
2/18/2016,Newcastle,20,26.5,0,NA,NA,NA,NA,No,No
2/19/2016,Newcastle,20.8,32.4,0,NA,NA,NA,NA,No,No
2/20/2016,Newcastle,23.2,29.7,0,NA,NA,NA,NA,No,No
2/29/2016,Newcastle,NA,NA,NA,NA,NA,NA,NA,NA,No
3/1/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
3/2/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
3/3/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
3/4/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
3/5/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
3/6/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
3/7/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
3/8/2016,Newcastle,NA,31,0,NA,NA,NA,NA,No,No
3/9/2016,Newcastle,20.5,32.8,0,NA,NA,NA,NA,No,No
3/10/2016,Newcastle,19,32,0,NA,NA,NA,NA,No,No
3/11/2016,Newcastle,23,31.5,0,NA,NA,NA,NA,No,No
3/12/2016,Newcastle,20.8,NA,0,NA,NA,NA,NA,No,No
3/13/2016,Newcastle,NA,30.7,0,NA,NA,NA,NA,No,No
3/14/2016,Newcastle,20.8,30.2,0,NA,NA,NA,NA,No,No
3/15/2016,Newcastle,21.5,25.2,0,NA,NA,NA,NA,No,Yes
3/16/2016,Newcastle,19,25.2,10,NA,NA,NA,NA,Yes,Yes
3/17/2016,Newcastle,19.2,NA,8.5,NA,NA,NA,NA,Yes,No
3/18/2016,Newcastle,19.5,30,0,NA,NA,NA,NA,No,No
3/19/2016,Newcastle,18.2,24,1,NA,NA,NA,NA,No,No
3/20/2016,Newcastle,14.8,24.2,0,NA,NA,NA,NA,No,Yes
3/21/2016,Newcastle,16,23.2,42,NA,NA,NA,NA,Yes,No
3/22/2016,Newcastle,15.8,23.5,0.4,NA,NA,NA,NA,No,No
3/23/2016,Newcastle,13.6,26.5,0.6,NA,NA,NA,NA,No,No
3/24/2016,Newcastle,14.2,28.2,0,NA,NA,NA,NA,No,No
3/25/2016,Newcastle,16.2,25.5,0,NA,NA,NA,NA,No,No
3/26/2016,Newcastle,15,27.2,0.2,NA,NA,NA,NA,No,No
3/27/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
3/28/2016,Newcastle,18.6,29,0,NA,NA,NA,NA,No,No
3/29/2016,Newcastle,20.5,25.5,0,NA,NA,NA,NA,No,Yes
3/30/2016,Newcastle,18.9,28.2,8,NA,NA,NA,NA,Yes,No
3/31/2016,Newcastle,14.2,25.4,0,NA,NA,NA,NA,No,No
4/1/2016,Newcastle,14.2,27.2,0,NA,NA,NA,NA,No,No
4/2/2016,Newcastle,15,34,0,NA,NA,NA,NA,No,No
4/3/2016,Newcastle,17.6,26.8,0,NA,NA,NA,NA,No,No
4/4/2016,Newcastle,20.8,26.4,0,NA,NA,NA,NA,No,No
4/5/2016,Newcastle,16.6,30,0,NA,NA,NA,NA,No,No
4/6/2016,Newcastle,17.5,34.5,0,NA,NA,NA,NA,No,No
4/7/2016,Newcastle,20.4,23,0,NA,NA,NA,NA,No,No
4/8/2016,Newcastle,18,NA,0,NA,NA,NA,NA,No,No
4/9/2016,Newcastle,NA,25.2,1,NA,NA,NA,NA,No,No
4/10/2016,Newcastle,15.4,NA,0,NA,NA,NA,NA,No,No
4/11/2016,Newcastle,13,26.8,0,NA,NA,NA,NA,No,No
4/12/2016,Newcastle,16.5,24.2,0,NA,NA,NA,NA,No,No
4/13/2016,Newcastle,16,22.5,0.8,NA,NA,NA,NA,No,Yes
4/14/2016,Newcastle,16,23.8,12.6,NA,NA,NA,NA,Yes,No
4/15/2016,Newcastle,13.7,26.2,0,NA,NA,NA,NA,No,No
4/16/2016,Newcastle,13.2,27.2,0,NA,NA,NA,NA,No,No
4/17/2016,Newcastle,16.4,21.8,0,NA,NA,NA,NA,No,Yes
4/18/2016,Newcastle,15.1,22.7,36.2,NA,NA,NA,NA,Yes,No
4/19/2016,Newcastle,14.3,25.2,0.2,NA,NA,NA,NA,No,No
4/20/2016,Newcastle,14.2,25.2,0,NA,NA,NA,NA,No,No
4/21/2016,Newcastle,15.1,24.4,0.2,NA,NA,NA,NA,No,No
4/22/2016,Newcastle,14.6,26.4,0,NA,NA,NA,NA,No,Yes
4/23/2016,Newcastle,15.4,22.3,8,NA,NA,NA,NA,Yes,Yes
4/24/2016,Newcastle,14.6,NA,4.8,NA,NA,NA,NA,Yes,No
4/25/2016,Newcastle,NA,22.7,0,NA,NA,NA,NA,No,No
4/26/2016,Newcastle,13,24.7,0,NA,NA,NA,NA,No,No
4/27/2016,Newcastle,9.8,23.3,0,NA,NA,NA,NA,No,No
4/28/2016,Newcastle,13,26.5,0.2,NA,NA,NA,NA,No,No
4/29/2016,Newcastle,13.7,26.5,0.2,NA,NA,NA,NA,No,No
4/30/2016,Newcastle,16.5,23.7,0,NA,NA,NA,NA,No,Yes
5/1/2016,Newcastle,15.8,22.5,7.4,NA,NA,NA,NA,Yes,Yes
5/2/2016,Newcastle,13.4,24.8,2.6,NA,NA,NA,NA,Yes,No
5/3/2016,Newcastle,14.9,24.8,0.4,NA,NA,NA,NA,No,No
5/4/2016,Newcastle,13.4,26.6,0.1,NA,NA,NA,NA,No,No
5/5/2016,Newcastle,11.5,26,0,NA,NA,NA,NA,No,No
5/6/2016,Newcastle,10.9,25.1,0,NA,NA,NA,NA,No,No
5/7/2016,Newcastle,10,25.4,0,NA,NA,NA,NA,No,No
5/8/2016,Newcastle,15.2,23,0.3,NA,NA,NA,NA,No,No
5/9/2016,Newcastle,16,21.7,0.6,NA,NA,NA,NA,No,No
5/10/2016,Newcastle,16.5,23.2,0.4,NA,NA,NA,NA,No,No
5/11/2016,Newcastle,12.8,20.8,0,NA,NA,NA,NA,No,No
5/12/2016,Newcastle,12.7,22.3,0,NA,NA,NA,NA,No,No
5/13/2016,Newcastle,12.8,25.2,0,NA,NA,NA,NA,No,No
5/14/2016,Newcastle,9.2,26.3,0,NA,NA,NA,NA,No,No
5/15/2016,Newcastle,NA,25.2,0,NA,NA,NA,NA,No,No
5/16/2016,Newcastle,12.8,25.7,0,NA,NA,NA,NA,No,No
5/17/2016,Newcastle,13.3,26.5,0,NA,NA,NA,NA,No,No
5/18/2016,Newcastle,10.8,22.2,0,NA,NA,NA,NA,No,No
5/19/2016,Newcastle,9,22.7,0,NA,NA,NA,NA,No,No
5/20/2016,Newcastle,11.8,24.2,0,NA,NA,NA,NA,No,No
5/21/2016,Newcastle,10.4,22.8,0,NA,NA,NA,NA,No,No
5/22/2016,Newcastle,12.8,25.2,0,NA,NA,NA,NA,No,No
5/23/2016,Newcastle,12.2,27.6,0,NA,NA,NA,NA,No,No
5/24/2016,Newcastle,8.8,21.8,0,NA,NA,NA,NA,No,No
5/25/2016,Newcastle,9.2,21.3,0,NA,NA,NA,NA,No,No
5/26/2016,Newcastle,10.8,21.3,1,NA,NA,NA,NA,No,Yes
5/27/2016,Newcastle,10.8,NA,1.4,NA,NA,NA,NA,Yes,No
5/28/2016,Newcastle,NA,19.8,0,NA,NA,NA,NA,No,No
5/29/2016,Newcastle,9,19.2,0,NA,NA,NA,NA,No,No
5/30/2016,Newcastle,4.8,19.8,0,NA,NA,NA,NA,No,No
5/31/2016,Newcastle,4.2,20.9,0,NA,NA,NA,NA,No,Yes
6/1/2016,Newcastle,10,NA,20,NA,NA,NA,NA,Yes,No
6/2/2016,Newcastle,NA,19.2,0.2,NA,NA,NA,NA,No,Yes
6/3/2016,Newcastle,10.4,20.2,2.4,NA,NA,NA,NA,Yes,Yes
6/4/2016,Newcastle,13,18.8,5.8,NA,NA,NA,NA,Yes,Yes
6/5/2016,Newcastle,13.8,17.3,96,NA,NA,NA,NA,Yes,Yes
6/6/2016,Newcastle,12.4,19.6,17,NA,NA,NA,NA,Yes,No
6/7/2016,Newcastle,11.6,18.8,0,NA,NA,NA,NA,No,No
6/8/2016,Newcastle,11.5,20,0,NA,NA,NA,NA,No,No
6/9/2016,Newcastle,12.4,20,0,NA,NA,NA,NA,No,No
6/10/2016,Newcastle,13.3,20.6,0,NA,NA,NA,NA,No,No
6/11/2016,Newcastle,9.6,NA,0,NA,NA,NA,NA,No,No
6/12/2016,Newcastle,NA,17.6,0,NA,NA,NA,NA,No,No
6/13/2016,Newcastle,10.4,NA,0.8,NA,NA,NA,NA,No,No
6/14/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
6/15/2016,Newcastle,NA,NA,0,NA,NA,NA,NA,No,No
6/16/2016,Newcastle,NA,20.2,0,NA,NA,NA,NA,No,No
6/17/2016,Newcastle,6.8,19.5,0.2,NA,NA,NA,NA,No,Yes
6/18/2016,Newcastle,11.8,20.2,2,NA,NA,NA,NA,Yes,Yes
6/19/2016,Newcastle,13.5,18.6,2.3,NA,NA,NA,NA,Yes,Yes
6/20/2016,Newcastle,13.8,NA,51.6,NA,NA,NA,NA,Yes,No
6/21/2016,Newcastle,13.7,16.5,0.7,NA,NA,NA,NA,No,No
6/22/2016,Newcastle,12.8,19.8,0,NA,NA,NA,NA,No,No
6/23/2016,Newcastle,8.5,17.3,0,NA,NA,NA,NA,No,No
6/24/2016,Newcastle,10.8,18,0,NA,NA,NA,NA,No,Yes
6/25/2016,Newcastle,5,14.5,1.8,NA,NA,NA,NA,Yes,No
6/26/2016,Newcastle,3,17.3,0,NA,NA,NA,NA,No,No
6/27/2016,Newcastle,NA,13,0,NA,NA,NA,NA,No,No
6/28/2016,Newcastle,7.6,17.4,0.6,NA,NA,NA,NA,No,No
6/29/2016,Newcastle,4.9,18.3,0,NA,NA,NA,NA,No,No
6/30/2016,Newcastle,3.6,17.2,0,NA,NA,NA,NA,No,No
7/1/2016,Newcastle,7.2,17,0,NA,NA,NA,NA,No,No
7/2/2016,Newcastle,6.5,NA,0,NA,NA,NA,NA,No,No
7/3/2016,Newcastle,NA,17.2,0,NA,NA,NA,NA,No,No
7/4/2016,Newcastle,4.6,17.2,0,NA,NA,NA,NA,No,Yes
7/5/2016,Newcastle,NA,19.2,2.6,NA,NA,NA,NA,Yes,No
7/6/2016,Newcastle,10.6,14.8,0,NA,NA,NA,NA,No,Yes
7/7/2016,Newcastle,12,17.2,2.8,NA,NA,NA,NA,Yes,Yes
7/8/2016,Newcastle,13,14.5,9,NA,NA,NA,NA,Yes,Yes
7/9/2016,Newcastle,11,18.2,6.2,NA,NA,NA,NA,Yes,No
7/10/2016,Newcastle,8.2,18.7,0.2,NA,NA,NA,NA,No,No
7/11/2016,Newcastle,11.4,22.3,0,NA,NA,NA,NA,No,No
7/12/2016,Newcastle,NA,19.5,0.2,NA,NA,NA,NA,No,No
7/13/2016,Newcastle,10.8,15.5,0,NA,NA,NA,NA,No,No
7/14/2016,Newcastle,5.5,15.3,0,NA,NA,NA,NA,No,No
7/15/2016,Newcastle,5,16.8,0,NA,NA,NA,NA,No,No
7/16/2016,Newcastle,7.3,18.2,0,NA,NA,NA,NA,No,Yes
7/17/2016,Newcastle,NA,18,4.8,NA,NA,NA,NA,Yes,No
7/18/2016,Newcastle,12,23.6,0.2,NA,NA,NA,NA,No,No
7/19/2016,Newcastle,13.5,25,0,NA,NA,NA,NA,No,Yes
7/20/2016,Newcastle,NA,18.7,19,NA,NA,NA,NA,Yes,Yes
7/21/2016,Newcastle,14,18.2,10.4,NA,NA,NA,NA,Yes,No
7/22/2016,Newcastle,13.4,25.5,0,NA,NA,NA,NA,No,No
7/23/2016,Newcastle,17,18.2,0,NA,NA,NA,NA,No,No
7/24/2016,Newcastle,6.7,12.9,0,NA,NA,NA,NA,No,No
